ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
4043,consolidated balance sheets,2016,Total assets,2214488000,thousands
4044,consolidated balance sheets,2015,Total assets,1969975000,thousands
4047,consolidated balance sheets,2015,TOTAL ASSETS,35761000,thousands
4049,consolidated balance sheets,2015,Total assets,3114834000,thousands
4050,consolidated balance sheets,2015,Total assets,11451267000,thousands
4053,consolidated balance sheets,2016,Total assets,1665908000,thousands
4056,consolidated balance sheets,2016,Total Assets,213334000,thousands
4058,consolidated balance sheets,2015,Total assets,28351000,thousands
4059,consolidated balance sheets,2015,TOTAL ASSETS,58478000,thousands
4064,consolidated balance sheets,2015,Total assets,406658000,thousands
4065,consolidated balance sheets,2015,Total assets,20987421000,thousands
4073,consolidated balance sheets,2015,Total assets,1164160000,thousands
4077,consolidated balance sheets,2016,Total assets,5823780,thousands
4078,consolidated balance sheets,2015,Total Assets,5609351000,thousands
4081,consolidated balance sheets,2015,Total assets,23474210,thousands
4082,consolidated balance sheets,2015,Total assets,8586,thousands
4083,consolidated balance sheets,2015,TOTAL ASSETS,751,thousands
4084,consolidated balance sheets,2015,Total assets,1269870000,thousands
4085,consolidated balance sheets,2015,TOTAL ASSETS,105752266,thousands
4086,consolidated balance sheets,2016,Total Assets,2948791000,thousands
4088,consolidated balance sheets,2015,Total assets,1717,thousands
4089,consolidated balance sheets,2015,Total assets,466234743,thousands
4091,consolidated balance sheets,2015,Total assets,3857946000,thousands
4092,consolidated balance sheets,2015,Total assets,1126782000,thousands
4099,consolidated balance sheets,2015,Total assets,118581000,thousands
4103,consolidated balance sheets,2015,Total assets,47002000,thousands
4106,consolidated balance sheets,2015,Total assets,296502000,thousands
4107,consolidated balance sheets,2016,Total assets,2494807000,thousands
4111,consolidated balance sheets,2015,Total assets,1077,thousands
4112,consolidated balance sheets,2015,Total assets,292,thousands
4113,consolidated balance sheets,2015,Total assets,37906323,thousands
4114,consolidated balance sheets,2015,Total assets,5803,thousands
4115,consolidated balance sheets,2016,Total assets,356129000,thousands
4118,consolidated balance sheets,2016,Total assets,753148000,thousands
4119,consolidated balance sheets,2016,Total assets,414695000,thousands
4122,consolidated balance sheets,2016,Total assets,314508000,thousands
4126,consolidated balance sheets,2015,Total assets,588,thousands
4130,consolidated balance sheets,2015,Total assets,77987,thousands
4134,consolidated balance sheets,2015,Total assets,1574065000,thousands
4136,consolidated balance sheets,2015,Total assets,787038940,thousands
4138,consolidated balance sheets,2015,Total assets,596454000,thousands
4139,consolidated balance sheets,2016,Total assets,592224,thousands
4140,consolidated balance sheets,2015,Total assets,22913561,thousands
4142,consolidated balance sheets,2015,Total Assets,3331170,thousands
4145,consolidated balance sheets,2015,Total assets,251379000,thousands
4146,consolidated balance sheets,2015,Total Assets,273092000,thousands
4147,consolidated balance sheets,2015,Total assets,198597000,thousands
4151,consolidated balance sheets,2015,Total assets,2055497000,thousands
4152,consolidated balance sheets,2015,Total assets,1724074000,thousands
4154,consolidated balance sheets,2015,Total assets,2663675000,thousands
4155,consolidated balance sheets,2015,Total assets,2176138000,thousands
4157,consolidated balance sheets,2015,Total assets,4678118000,thousands
4158,consolidated balance sheets,2015,Total Assets,11254366,thousands
4159,consolidated balance sheets,2015,Total assets,3702796000,thousands
4160,consolidated balance sheets,2015,Total Assets,1146118000,thousands
4161,consolidated balance sheets,2015,Total Assets,2634642000,thousands
4163,consolidated balance sheets,2015,Total assets,345025000,thousands
4166,consolidated balance sheets,2015,Total assets,4621251000,thousands
4168,consolidated balance sheets,2015,Total assets,69616000,thousands
4169,consolidated balance sheets,2015,Total assets,1431591000,thousands
4170,consolidated balance sheets,2015,Total assets,5109989000,thousands
4171,consolidated balance sheets,2015,Total Assets,11130656,thousands
4172,consolidated balance sheets,2015,TOTAL ASSETS,42205206,thousands
4174,consolidated balance sheets,2015,Total assets,51372000,thousands
4175,consolidated balance sheets,2015,Total assets,15864,thousands
4177,consolidated balance sheets,2015,Total assets,20888684000,thousands
4180,consolidated balance sheets,2015,Total assets,7097181,thousands
4181,consolidated balance sheets,2016,Total assets,521743000,thousands
4185,consolidated balance sheets,2015,Total assets,5777,thousands
4187,consolidated balance sheets,2015,Total assets,19862397,thousands
4190,consolidated balance sheets,2016,Total assets,1098510000,thousands
4193,consolidated balance sheets,2015,Total assets,305360000,thousands
4194,consolidated balance sheets,2015,Total Assets,1108140000,thousands
4195,consolidated balance sheets,2015,Total assets,184617000,thousands
4196,consolidated balance sheets,2015,Total assets,306874000,thousands
4201,consolidated balance sheets,2015,Total assets,3222110000,thousands
4202,consolidated balance sheets,2015,Total assets,145342,thousands
4203,consolidated balance sheets,2016,Total Assets,13786131,thousands
4204,consolidated balance sheets,2016,Total Assets,12966131,thousands
4206,consolidated balance sheets,2015,Total Assets,8300,thousands
4208,consolidated balance sheets,2015,Total assets,2868900000,thousands
4209,consolidated balance sheets,2016,TOTAL ASSETS,817097000,thousands
4210,consolidated balance sheets,2015,Total assets,844,thousands
4213,consolidated balance sheets,2015,Total assets,13931,thousands
4214,consolidated balance sheets,2015,Total assets,1782892000,thousands
4216,consolidated balance sheets,2015,Total assets,3530534,thousands
4217,consolidated balance sheets,2016,Total assets,584377000,thousands
4218,consolidated balance sheets,2015,Total assets,5477,thousands
4219,consolidated balance sheets,2016,Total assets,225087177,thousands
4222,consolidated balance sheets,2015,TOTAL ASSETS,10755256,thousands
4224,consolidated balance sheets,2015,Total assets,71189,thousands
4225,consolidated balance sheets,2015,Total assets,5833393000,thousands
4227,consolidated balance sheets,2016,Total assets,22508,thousands
4229,consolidated balance sheets,2015,TOTAL ASSETS,228719000,thousands
4230,consolidated balance sheets,2015,Total assets,11612445,thousands
4231,consolidated balance sheets,2015,Total assets,6156241000,thousands
4232,consolidated balance sheets,2015,Total assets,21085000,thousands
4235,consolidated balance sheets,2015,Total assets,2944,thousands
4236,consolidated balance sheets,2015,Total assets,1301087000,thousands
4238,consolidated balance sheets,2016,TOTAL ASSETS,22445000,thousands
4240,consolidated balance sheets,2015,Total assets,561778000,thousands
4241,consolidated balance sheets,2015,Total assets,37303,thousands
4244,consolidated balance sheets,2015,Total assets,26268,thousands
4245,consolidated balance sheets,2015,Total Assets,17111632000,thousands
4246,consolidated balance sheets,2015,TOTAL ASSETS,88250000,thousands
4248,consolidated balance sheets,2016,Total assets,260109000,thousands
4252,consolidated balance sheets,2015,Total assets,14731000,thousands
4253,consolidated balance sheets,2016,Total assets,764881000,thousands
4255,consolidated balance sheets,2015,Total assets,213050000,thousands
4256,consolidated balance sheets,2015,Total assets,1625902000,thousands
4257,consolidated balance sheets,2016,Total assets,9498681,thousands
4259,consolidated balance sheets,2015,Total Assets,18750170,thousands
4260,consolidated balance sheets,2016,Total assets,1280,thousands
4261,consolidated balance sheets,2015,Total assets,171985000,thousands
4263,consolidated balance sheets,2015,Total assets,146704000,thousands
4264,consolidated balance sheets,2015,Total assets,784566000,thousands
4265,consolidated balance sheets,2015,Total assets,3324,thousands
4266,consolidated balance sheets,2015,Total assets,58131813,thousands
4268,consolidated balance sheets,2015,Total assets,1015350000,thousands
4270,consolidated balance sheets,2015,TOTAL ASSETS,378742000,thousands
4271,consolidated balance sheets,2015,Total assets,1297772000,thousands
4272,consolidated balance sheets,2015,Total assets,946759000,thousands
4274,consolidated balance sheets,2016,Total assets,153240,thousands
4278,consolidated balance sheets,2015,TOTAL ASSETS,30588804,thousands
4279,consolidated balance sheets,2016,Total assets,675813000,thousands
4280,consolidated balance sheets,2015,Total Assets,1137,thousands
4281,consolidated balance sheets,2015,Total assets,34374000,thousands
4282,consolidated balance sheets,2015,Total assets,682814000,thousands
4285,consolidated balance sheets,2015,Total assets,4696117000,thousands
4286,consolidated balance sheets,2015,Total Assets,2172889,thousands
4287,consolidated balance sheets,2015,Total assets,1004353000,thousands
4289,consolidated balance sheets,2015,Total assets,8401313000,thousands
4294,consolidated balance sheets,2016,TOTAL ASSETS,449103000,thousands
4295,consolidated balance sheets,2016,Total assets,42830000,thousands
4298,consolidated balance sheets,2016,Total Assets,9360,thousands
4301,consolidated balance sheets,2016,Total assets,1536839000,thousands
4302,consolidated balance sheets,2015,Total assets,49407,thousands
4305,consolidated balance sheets,2015,Total assets,8483549,thousands
4307,consolidated balance sheets,2015,Total assets,357091,thousands
4309,consolidated balance sheets,2015,Total Assets,9165039,thousands
4312,consolidated balance sheets,2015,Total assets,2758412000,thousands
4313,consolidated balance sheets,2015,Total assets,1417810,thousands
4314,consolidated balance sheets,2016,Total assets,356516,thousands
4315,consolidated balance sheets,2015,Total assets,316199000,thousands
4317,consolidated balance sheets,2015,Total assets,1731004000,thousands
4319,consolidated balance sheets,2015,Total assets,5205315,thousands
4320,consolidated balance sheets,2016,Total assets,495944,thousands
4321,consolidated balance sheets,2015,TOTAL ASSETS,91412196,thousands
4325,consolidated balance sheets,2015,Total assets,611944000,thousands
4326,consolidated balance sheets,2016,TOTAL ASSETS,1062556,thousands
4327,consolidated balance sheets,2016,Total assets,4506771,thousands
4329,consolidated balance sheets,2016,Total assets,1745,thousands
4330,consolidated balance sheets,2015,Total assets,244656000,thousands
4331,consolidated balance sheets,2015,Total assets,255281000,thousands
4333,consolidated balance sheets,2015,Total assets,14232367,thousands
4334,consolidated balance sheets,2015,Total Assets,73334335,thousands
4335,consolidated balance sheets,2015,Total assets,834100000,thousands
4336,consolidated balance sheets,2015,Total assets,1807052000,thousands
4339,consolidated balance sheets,2015,Total assets,3032569000,thousands
4341,consolidated balance sheets,2015,Total assets,1886042000,thousands
4342,consolidated balance sheets,2016,Total assets,2761,thousands
4347,consolidated balance sheets,2016,Total assets,393294000,thousands
4352,consolidated balance sheets,2015,Total assets,7531,thousands
4353,consolidated balance sheets,2016,Total assets,345729000,thousands
4355,consolidated balance sheets,2016,Total assets,714573000,thousands
4357,consolidated balance sheets,2015,Total assets,54368000,thousands
4358,consolidated balance sheets,2015,Total assets,159113000,thousands
4364,consolidated balance sheets,2015,Total Assets,4426666000,thousands
